CalcID	UnitID	Ordinal	ShortName	FullName	Unit	FriendlyName	Min	Max	Seasave	DatCnv	ASCII_IN
142	-1	0	stLs6000diff	OBS, Seatech LS6000, Diff, 2 - 1	NO_UNIT	stLs6000diff	0.000000	100.000000	yes	yes	yes
94	45	0	obsscufa	OBS, Turner SCUFA [NTU]	NTU	obsscufa	0.000000	100.000000	yes	yes	yes
94	45	1	obsscufa1	OBS, Turner SCUFA, 2 [NTU]	NTU	obsscufa2	0.000000	100.000000	yes	yes	yes
143	45	0	obsscufadiff	OBS, Turner SCUFA, Diff, 2 - 1 [NTU]	NTU	obsscufadiff	0.000000	100.000000	yes	yes	yes
159	72	0	obrflTC0	Optical Brighteners, Turner Cyclops [ppb QS]	ppb QS	obrflTC	0.000000	100.000000	yes	yes	yes
159	72	1	obrflTC1	Optical Brighteners, Turner Cyclops, 2 [ppb QS]	ppb QS	obrflTC2	0.000000	100.000000	yes	yes	yes
172	72	0	obrflTCdiff	Optical Brighteners, Turner Cyclops, Diff, 2 - 1 [ppb QS]	ppb QS	obrflTCdiff	0.000000	100.000000	yes	yes	yes
58	42	0	orp	Oxidation Reduction Potential [mV]	mV	orp	0.000000	100.000000	yes	yes	yes
57	63	0	sbeox0V	Oxygen raw, SBE 43 [V]	V	sbeoxV	0.000000	5.000000	yes	yes	yes
57	23	0	sbeox0F	Oxygen raw, SBE 43 [Hz]	Hz	sbeoxF	0.000000	5.000000	yes	yes	yes
57	63	1	sbeox1V	Oxygen raw, SBE 43, 2 [V]	V	sbeoxV2	0.000000	5.000000	yes	yes	yes
57	23	1	sbeox1F	Oxygen raw, SBE 43, 2 [Hz]	Hz	sbeoxF2	0.000000	5.000000	yes	yes	yes
55	40	0	sbeox0ML/L	Oxygen, SBE 43 [ml/l]	ml/l	sbeox ml/l	0.000000	10.000000	yes	yes	yes
55	37	0	sbeox0Mg/L	Oxygen, SBE 43 [mg/l]	mg/l	sbeox mg/l	0.000000	200.000000	yes	yes	yes
55	47	0	sbeox0PS	Oxygen, SBE 43 [% saturation]	% saturation	sbeox %S	0.000000	100.000000	yes	yes	yes
55	61	0	sbeox0Mm/Kg	Oxygen, SBE 43 [umol/kg]	umol/kg	sbeox mm/kg	0.000000	100.000000	yes	yes	yes
55	64	0	sbeox0Mm/L	Oxygen, SBE 43 [umol/l]	umol/l	sbeoxMm/L	0.000000	100.000000	yes	yes	yes
55	68	0	sbeox0dOV/dT	Oxygen, SBE 43 [dov/dt]	dov/dt	sbeox dov/dt	-10.000000	10.000000	yes	yes	yes
55	40	1	sbeox1ML/L	Oxygen, SBE 43, 2 [ml/l]	ml/l	sbeox2 ml/l	0.000000	10.000000	yes	yes	yes
55	37	1	sbeox1Mg/L	Oxygen, SBE 43, 2 [mg/l]	mg/l	sbeox2 mg/l	0.000000	200.000000	yes	yes	yes
55	47	1	sbeox1PS	Oxygen, SBE 43, 2 [% saturation]	% saturation	sbeox2 %S	0.000000	100.000000	yes	yes	yes
55	61	1	sbeox1Mm/Kg	Oxygen, SBE 43, 2 [umol/kg]	umol/kg	sbeox2 mm/kg	0.000000	100.000000	yes	yes	yes
55	64	1	sbeox1Mm/L	Oxygen, SBE 43, 2 [umol/l]	umol/l	sbeoxMm/L2	0.000000	100.000000	yes	yes	yes
55	68	1	sbeox1dOV/dT	Oxygen, SBE 43, 2 [dov/dt]	dov/dt	sbeox2 dov/dt	-10.000000	10.000000	yes	yes	yes
129	40	0	sbeox0ML/Ldiff	Oxygen, SBE 43, Diff, 2 - 1 [ml/l]	ml/l	sbeox ml/l diff	0.000000	10.000000	yes	yes	yes
129	37	0	sbeox0Mg/Ldiff	Oxygen, SBE 43, Diff, 2 - 1 [mg/l]	mg/l	sbeox mg/l diff	0.000000	200.000000	yes	yes	yes
129	47	0	sbeox0PSdiff	Oxygen, SBE 43, Diff, 2 - 1 [% saturation]	% saturation	sbeox %S diff	0.000000	100.000000	yes	yes	yes
129	61	0	sbeox0Mm/Kgdiff	Oxygen, SBE 43, Diff, 2 - 1 [umol/kg]	umol/kg	sbeox mm/kg diff	0.000000	100.000000	yes	yes	yes
129	64	0	sbeox0Mm/Ldiff	Oxygen, SBE 43, Diff, 2 - 1 [umol/l]	umol/l	sbeox mm/l diff	0.000000	100.000000	yes	yes	yes
185	76	0	sbeoxpd	Oxygen raw, SBE 63 phase delay [usec]	usec	sbeoxpd	0.000000	100.000000	yes	yes	yes
185	63	0	sbeoxpdv	Oxygen raw, SBE 63 phase delay [V]	V	sbeoxpdv	0.000000	100.000000	yes	yes	yes
185	76	1	sbeoxpd1	Oxygen raw, SBE 63 phase delay, 2 [usec]	usec	sbeoxpd2	0.000000	100.000000	yes	yes	yes
185	63	1	sbeoxpdv1	Oxygen raw, SBE 63 phase delay, 2 [V]	V	sbeoxpdv2	0.000000	100.000000	yes	yes	yes
186	63	0	sbeoxtv	Oxygen raw, SBE 63 thermistor voltage [V]	V	sbeoxtv	0.000000	100.000000	yes	yes	yes
186	63	1	sbeoxtv1	Oxygen raw, SBE 63 thermistor voltage, 2 [V]	V	sbeoxtv2	0.000000	100.000000	yes	yes	yes
184	6	0	sbeoxTC	Oxygen Temperature, SBE 63 [ITS-90, deg C]	ITS-90, deg C	sbeoxTC	0.000000	100.000000	yes	yes	yes
184	9	0	sbeoxTF	Oxygen Temperature, SBE 63 [ITS-90, deg F]	ITS-90, deg F	sbeoxTF	0.000000	100.000000	yes	yes	yes
184	6	1	sbeoxTC1	Oxygen Temperature, SBE 63, 2 [ITS-90, deg C]	ITS-90, deg C	sbeoxTC1	0.000000	100.000000	yes	yes	yes
184	9	1	sbeoxTF1	Oxygen Temperature, SBE 63, 2 [ITS-90, deg F]	ITS-90, deg F	sbeoxTF1	0.000000	100.000000	yes	yes	yes
183	40	0	sbeopoxML/L	Oxygen, SBE 63 [ml/l]	ml/l	sbeopox ml/l	0.000000	10.000000	yes	yes	yes
183	37	0	sbeopoxMg/L	Oxygen, SBE 63 [mg/l]	mg/l	sbeopox mg/l	0.000000	200.000000	yes	yes	yes
183	47	0	sbeopoxPS	Oxygen, SBE 63 [% saturation]	% saturation	sbeopox %S	0.000000	100.000000	yes	yes	yes
183	61	0	sbeopoxMm/Kg	Oxygen, SBE 63 [umol/kg]	umol/kg	sbeopox Mm/Kg	0.000000	100.000000	yes	yes	yes
183	64	0	sbeopoxMm/L	Oxygen, SBE 63 [umol/l]	umol/l	sbeopox Mm/L	0.000000	100.000000	yes	yes	yes
183	40	1	sbeopoxML/L1	Oxygen, SBE 63, 2 [ml/l]	ml/l	sbeopox ml/l2	0.000000	10.000000	yes	yes	yes
183	37	1	sbeopoxMg/L1	Oxygen, SBE 63, 2 [mg/l]	mg/l	sbeopox mg/l2	0.000000	200.000000	yes	yes	yes
183	47	1	sbeopoxPS1	Oxygen, SBE 63, 2 [% saturation]	% saturation	sbeopox %S2	0.000000	100.000000	yes	yes	yes
183	61	1	sbeopoxMm/Kg1	Oxygen, SBE 63, 2 [umol/kg]	umol/kg	sbeopox Mm/Kg2	0.000000	100.000000	yes	yes	yes
183	64	1	sbeopoxMm/L1	Oxygen, SBE 63, 2 [umol/l]	umol/l	sbeopox Mm/L2	0.000000	100.000000	yes	yes	yes
128	40	0	opoxML/L	Oxygen Optode, Aanderaa [ml/l]	ml/l	opox ml/l	0.000000	10.000000	yes	yes	yes
128	37	0	opoxMg/L	Oxygen Optode, Aanderaa [mg/l]	mg/l	opox mg/l	0.000000	200.000000	yes	yes	yes
128	47	0	opoxPS	Oxygen Optode, Aanderaa [% saturation]	% saturation	opox %S	0.000000	100.000000	yes	yes	yes
128	64	0	opoxMm/L	Oxygen Optode, Aanderaa [umol/l]	umol/l	opox Mm/l	0.000000	100.000000	yes	yes	yes
52	59	0	oxC	Oxygen Current, Beckman/YSI [uA]	uA	oxc	0.000000	100.000000	yes	yes	yes
52	59	1	oxsC	Oxygen Current, Beckman/YSI, 2 [uA]	uA	oxc2	0.000000	100.000000	yes	yes	yes
56	7	0	oxTC	Oxygen Temperature, Beckman/YSI [deg C]	deg C	oxT C	0.000000	35.000000	yes	yes	yes
56	10	0	oxTF	Oxygen Temperature, Beckman/YSI [deg F]	deg F	oxT F	32.000000	86.000000	yes	yes	yes
56	7	1	oxsTC	Oxygen Temperature, Beckman/YSI, 2 [deg C]	deg C	oxT2 C	0.000000	35.000000	yes	yes	yes
56	10	1	oxsTF	Oxygen Temperature, Beckman/YSI, 2 [deg F]	deg F	oxT2 F	32.000000	86.000000	yes	yes	yes
51	40	0	oxML/L	Oxygen, Beckman/YSI [ml/l]	ml/l	ox ml/l	0.000000	10.000000	yes	yes	yes
51	37	0	oxMg/L	Oxygen, Beckman/YSI [mg/l]	mg/l	ox mg/l	0.000000	200.000000	yes	yes	yes
51	47	0	oxPS	Oxygen, Beckman/YSI [% saturation]	% saturation	ox %S	0.000000	100.000000	yes	yes	yes
51	61	0	oxMm/Kg	Oxygen, Beckman/YSI [umol/kg]	umol/kg	ox mm/Kg	0.000000	100.000000	yes	yes	yes
51	12	0	oxdOC/dT	Oxygen, Beckman/YSI [doc/dt]	doc/dt	ox doc/dt	-10.000000	10.000000	yes	yes	yes
51	40	1	oxsML/L	Oxygen, Beckman/YSI, 2 [ml/l]	ml/l	ox2 ml/l	0.000000	10.000000	yes	yes	yes
51	37	1	oxsMg/L	Oxygen, Beckman/YSI, 2 [mg/l]	mg/l	ox2 mg/l	0.000000	200.000000	yes	yes	yes
51	47	1	oxsPS	Oxygen, Beckman/YSI, 2 [% saturation]	% saturation	oxs %S	0.000000	100.000000	yes	yes	yes
51	61	1	oxsMm/Kg	Oxygen, Beckman/YSI, 2 [umol/kg]	umol/kg	oxs mm/Kg	0.000000	100.000000	yes	yes	yes
51	12	1	oxsdOC/dT	Oxygen, Beckman/YSI, 2 [doc/dt]	doc/dt	oxs doc/dt	-10.000000	10.000000	yes	yes	yes
53	40	0	iowOxML/L	Oxygen, IOW [ml/l]	ml/l	iowox ml/l	0.000000	10.000000	yes	yes	yes
127	40	0	oxsolML/L	Oxygen Saturation, Garcia & Gordon [ml/l]	ml/l	oxsol ml/l	0.000000	200.000000	yes	yes	yes
127	37	0	oxsolMg/L	Oxygen Saturation, Garcia & Gordon [mg/l]	mg/l	oxsol mg/l	0.000000	100.000000	yes	yes	yes
127	61	0	oxsolMm/Kg	Oxygen Saturation, Garcia & Gordon [umol/kg]	umol/kg	oxsol Mm/kg	0.000000	100.000000	yes	yes	yes
54	40	0	oxsatML/L	Oxygen Saturation, Weiss [ml/l]	ml/l	oxsat ml/l	0.000000	200.000000	yes	yes	yes
54	37	0	oxsatMg/L	Oxygen Saturation, Weiss [mg/l]	mg/l	oxsat mg/l	0.000000	100.000000	yes	yes	yes
54	61	0	oxsatMm/Kg	Oxygen Saturation, Weiss [umol/kg]	umol/kg	oxsat Mm/kg	0.000000	100.000000	yes	yes	yes
59	-1	0	par	PAR/Irradiance, Biospherical/Licor	NO_UNIT	par	0.000000	100.000000	yes	yes	yes
59	-1	1	par1	PAR/Irradiance, Biospherical/Licor, 2	NO_UNIT	par2	0.000000	100.000000	yes	yes	yes
60	-1	0	ph	pH	NO_UNIT	ph	0.000000	100.000000	yes	yes	yes
155	74	0	phycyflTC0	Phycocyanin, Turner Cyclops [RFU]	RFU	phycyflTC	0.000000	100.000000	yes	yes	yes
155	74	1	phycyflTC1	Phycocyanin, Turner Cyclops, 2 [RFU]	RFU	phycyflTC2	0.000000	100.000000	yes	yes	yes
168	74	0	phycyflTCdiff	Phycocyanin, Turner Cyclops, Diff, 2 - 1 [RFU]	RFU	phycyflTCdiff	0.000000	100.000000	yes	yes	yes
156	74	0	phyeryflTC0	Phycoerythrin, Turner Cyclops [RFU]	RFU	phyeryflTC	0.000000	100.000000	yes	yes	yes
156	74	1	phyeryflTC1	Phycoerythrin, Turner Cyclops, 2 [RFU]	RFU	phyeryflTC2	0.000000	100.000000	yes	yes	yes
169	74	0	phyeryflTCdiff	Phycoerythrin, Turner Cyclops, Diff, 2 - 1 [RFU]	RFU	phyeryflTCdiff	0.000000	100.000000	yes	yes	yes
61	-1	0	pla	Plume Anomaly	NO_UNIT	pla	0.000000	100.000000	yes	yes	yes
62	6	0	potemp090C	Potential Temperature [ITS-90, deg C]	ITS-90, deg C	potemp 90 C	0.000000	35.000000	yes	yes	yes
62	9	0	potemp090F	Potential Temperature [ITS-90, deg F]	ITS-90, deg F	potemp 90 F	32.000000	86.000000	yes	yes	yes
62	5	0	potemp068C	Potential Temperature [IPTS-68, deg C]	IPTS-68, deg C	potemp 68 C	0.000000	35.000000	yes	yes	yes
62	8	0	potemp068F	Potential Temperature [IPTS-68, deg F]	IPTS-68, deg F	potemp 68 F	32.000000	86.000000	yes	yes	yes
62	6	1	potemp190C	Potential Temperature, 2 [ITS-90, deg C]	ITS-90, deg C	potemp2 90 C	0.000000	35.000000	yes	yes	yes
62	9	1	potemp190F	Potential Temperature, 2 [ITS-90, deg F]	ITS-90, deg F	potemp2 90 F	23.000000	86.000000	yes	yes	yes
62	5	1	potemp168C	Potential Temperature, 2 [IPTS-68, deg C]	IPTS-68, deg C	potemp2 68 C	0.000000	35.000000	yes	yes	yes
62	8	1	potemp168F	Potential Temperature, 2 [IPTS-68, deg F]	IPTS-68, deg F	potemp2 68 F	32.000000	86.000000	yes	yes	yes
144	6	0	potemp90Cdiff	Potential Temperature, Diff, 2 - 1 [ITS-90, deg C]	ITS-90, deg C	potemp diff 90 C	0.000000	35.000000	yes	yes	yes
144	9	0	potemp90Fdiff	Potential Temperature, Diff, 2 - 1 [ITS-90, deg F]	ITS-90, deg F	potemp diff 90 F	32.000000	86.000000	yes	yes	yes
144	5	0	potemp68Cdiff	Potential Temperature, Diff, 2 - 1 [IPTS-68, deg C]	IPTS-68, deg C	potemp diff 68 C	0.000000	35.000000	yes	yes	yes
144	8	0	potemp68Fdiff	Potential Temperature, Diff, 2 - 1 [IPTS-68, deg F]	IPTS-68, deg F	potemp diff 68 F	32.000000	86.000000	yes	yes	yes
63	6	0	pta090C	Potential Temperature Anomaly [ITS-90, deg C]	ITS-90, deg C	pta 90 C	0.000000	100.000000	yes	yes	yes
63	9	0	pta090F	Potential Temperature Anomaly [ITS-90, deg F]	ITS-90, deg F	pta 90 F	0.000000	100.000000	yes	yes	yes
63	5	0	pta068C	Potential Temperature Anomaly [IPTS-68, deg C]	IPTS-68, deg C	pta 68 C	0.000000	100.000000	yes	yes	yes
63	8	0	pta068F	Potential Temperature Anomaly [IPTS-68, deg F]	IPTS-68, deg F	pta 68 F	0.000000	100.000000	yes	yes	yes
63	6	1	pta190C	Potential Temperature Anomaly, 2 [ITS-90, deg C]	ITS-90, deg C	pta1 90 C	0.000000	100.000000	yes	yes	yes
63	9	1	pta190F	Potential Temperature Anomaly, 2 [ITS-90, deg F]	ITS-90, deg F	pta1 90 F	0.000000	100.000000	yes	yes	yes
63	5	1	pta168C	Potential Temperature Anomaly, 2 [IPTS-68, deg C]	IPTS-68, deg C	pta1 68 C	0.000000	100.000000	yes	yes	yes
63	8	1	pta168F	Potential Temperature Anomaly, 2 [IPTS-68, deg F]	IPTS-68, deg F	pta1 68 F	0.000000	100.000000	yes	yes	yes
64	3	0	prM	Pressure [db]	db	pr M	0.000000	100.000000	yes	yes	yes
64	48	0	prE	Pressure [psi]	psi	pr E	0.000000	1000.000000	yes	yes	yes
68	7	0	ptempC	Pressure Temperature [deg C]	deg C	ptemp C	0.000000	35.000000	yes	yes	yes
68	10	0	ptempF	Pressure Temperature [deg F]	deg F	ptemp F	0.000000	95.000000	yes	yes	yes
65	3	0	prDM	Pressure, Digiquartz [db]	db	pr M	0.000000	100.000000	yes	yes	no
65	48	0	prDE	Pressure, Digiquartz [psi]	psi	pr E	0.000000	1000.000000	yes	yes	no
66	28	0	fgp0	Pressure, FGP [KPa]	KPa	fgp	0.000000	100.000000	yes	yes	yes
66	28	1	fgp1	Pressure, FGP, 2 [KPa]	KPa	fgp2	0.000000	100.000000	yes	yes	yes
66	28	2	fgp2	Pressure, FGP, 3 [KPa]	KPa	fgp3	0.000000	100.000000	yes	yes	yes
66	28	3	fgp3	Pressure, FGP, 4 [KPa]	KPa	fgp4	0.000000	100.000000	yes	yes	yes
66	28	4	fgp4	Pressure, FGP, 5 [KPa]	KPa	fgp5	0.000000	100.000000	yes	yes	yes
66	28	5	fgp5	Pressure, FGP, 6 [KPa]	KPa	fgp6	0.000000	100.000000	yes	yes	yes
66	28	6	fgp6	Pressure, FGP, 7 [KPa]	KPa	fgp7	0.000000	100.000000	yes	yes	yes
66	28	7	fgp7	Pressure, FGP, 8 [KPa]	KPa	fgp8	0.000000	100.000000	yes	yes	yes
114	3	0	pr50M	Pressure, SBE 50 [db]	db	pr50 M	0.000000	100.000000	yes	yes	yes
114	48	0	pr50E	Pressure, SBE 50 [psi]	psi	pr50 E	0.000000	100.000000	yes	yes	yes
114	3	1	pr50M1	Pressure, SBE 50, 2 [db]	db	pr50 M2	0.000000	100.000000	yes	yes	yes
114	48	1	pr50E1	Pressure, SBE 50, 2 [psi]	psi	pr50 E2	0.000000	100.000000	yes	yes	yes
67	3	0	prSM	Pressure, Strain Gauge [db]	db	pr M	0.000000	100.000000	yes	yes	no
67	48	0	prSE	Pressure, Strain Gauge [psi]	psi	pr E	0.000000	1000.000000	yes	yes	no
95	3	0	prdM	Pressure, Strain Gauge [db]	db	pr M	0.000000	100.000000	yes	yes	no
95	48	0	prdE	Pressure, Strain Gauge [psi]	psi	pr E	0.000000	1000.000000	yes	yes	no
69	-1	0	pumps	Pump Status	NO_UNIT	pumps	0.000000	1.000000	yes	yes	yes
174	73	0	rfuels0	Refined Fuels, Turner Cyclops [ppb NS]	ppb NS	rfuels	0.000000	100.000000	yes	yes	yes
174	73	1	rfuels1	Refined Fuels, Turner Cyclops, 2 [ppb NS]	ppb NS	fuels2	0.000000	100.000000	yes	yes	yes
175	73	0	rfuelsdiff	Refined Fuels, Turner Cyclops, Diff, 2 - 1 [ppb NS]	ppb NS	rfuelsdiff	0.000000	100.000000	yes	yes	yes
153	69	0	rhodflTC0	Rhodamine, Turner Cyclops [ppb]	ppb	rhodflTC	0.000000	100.000000	yes	yes	yes
153	69	1	rhodflTC1	Rhodamine, Turner Cyclops, 2 [ppb]	ppb	rhodflTC2	0.000000	100.000000	yes	yes	yes
166	69	0	rhodflTCdiff	Rhodamine, Turner Cyclops, Diff, 2 - 1 [ppb]	ppb	rhodflTCdiff	0.000000	100.000000	yes	yes	yes
177	75	0	wl0	RS-232 WET Labs raw counts 0	Counts	wl	0.000000	100.000000	yes	yes	yes
177	75	1	wl1	RS-232 WET Labs raw counts 1	Counts	wl2	0.000000	100.000000	yes	yes	yes
177	75	2	wl2	RS-232 WET Labs raw counts 2	Counts	wl3	0.000000	100.000000	yes	yes	yes
177	75	3	wl3	RS-232 WET Labs raw counts 3	Counts	wl4	0.000000	100.000000	yes	yes	yes
177	75	4	wl4	RS-232 WET Labs raw counts 4	Counts	wl5	0.000000	100.000000	yes	yes	yes
177	75	5	wl5	RS-232 WET Labs raw counts 5	Counts	wl6	0.000000	100.000000	yes	yes	yes
70	49	0	sal00	Salinity, Practical [PSU]	PSU	sal	26.000000	36.000000	yes	yes	yes
70	49	1	sal11	Salinity, Practical, 2 [PSU]	PSU	sal2	26.000000	36.000000	yes	yes	yes
122	49	0	sal_	Salinity, Practical [PSU]	PSU	sal	0.000000	100.000000	yes	yes	no
71	49	0	secS-priS	Salinity, Practical, Difference, 2 - 1 [PSU]	PSU	sal2-sal1	-0.100000	0.100000	yes	yes	yes
72	-1	0	scan	Scan Count	NO_UNIT	scan	0.000000	10000.000000	yes	yes	yes
73	-1	0	nbin	Scans Per Bin	NO_UNIT	nbin	0.000000	100.000000	no	no	yes
124	31	0	sfdSM	Seafloor depth [salt water, m]	salt water, m	sfdS M	0.000000	3000.000000	yes	yes	yes
124	15	0	sfdSF	Seafloor depth [salt water, ft]	salt water, ft	sfdS F	0.000000	3000.000000	yes	yes	yes
124	30	0	sfdFM	Seafloor depth [fresh water, m]	fresh water, m	sfdF M	0.000000	3000.000000	yes	yes	yes
124	14	0	sfdFF	Seafloor depth [fresh water, ft]	fresh water, ft	sfdF F	0.000000	3000.000000	yes	yes	yes
74	33	0	svCM	Sound Velocity [Chen-Millero, m/s]	Chen-Millero, m/s	svC M	1400.000000	1600.000000	yes	yes	yes
74	17	0	svCF	Sound Velocity [Chen-Millero, ft/s]	Chen-Millero, ft/s	svC F	4550.000000	5200.000000	yes	yes	yes
74	34	0	svDM	Sound Velocity [Delgrosso, m/s]	Delgrosso, m/s	svD M	1400.000000	1600.000000	yes	yes	yes
74	18	0	svDF	Sound Velocity [Delgrosso, ft/s]	Delgrosso, ft/s	svD F	4550.000000	5200.000000	yes	yes	yes
74	35	0	svWM	Sound Velocity [Wilson, m/s]	Wilson, m/s	svW M	1400.000000	1600.000000	yes	yes	yes
74	19	0	svWF	Sound Velocity [Wilson, ft/s]	Wilson, ft/s	svW F	4550.000000	5200.000000	yes	yes	yes
74	33	1	svCM1	Sound Velocity, 2 [Chen-Millero, m/s]	Chen-Millero, m/s	svC2 M	1400.000000	1600.000000	yes	yes	yes
74	17	1	svCF1	Sound Velocity, 2 [Chen-Millero, ft/s]	Chen-Millero, ft/s	svC2 F	4550.000000	5200.000000	yes	yes	yes
74	34	1	svDM1	Sound Velocity, 2 [Delgrosso, m/s]	Delgrosso, m/s	svD2 M	1400.000000	1600.000000	yes	yes	yes
74	18	1	svDF1	Sound Velocity, 2 [Delgrosso, ft/s]	Delgrosso, ft/s	svD2 F	4550.000000	5200.000000	yes	yes	yes
74	35	1	svWM1	Sound Velocity, 2 [Wilson, m/s]	Wilson, m/s	svW2 M	1400.000000	1600.000000	yes	yes	yes
74	19	1	svWF1	Sound Velocity, 2 [Wilson, ft/s]	Wilson, ft/s	svW2 F	4550.000000	5200.000000	yes	yes	yes
76	32	0	iowSv	Sound Velocity, IOW [m/s]	m/s	iowSv	1400.000000	1600.000000	yes	yes	yes
75	32	0	sbeSv-iowSv	Sound Velocity Diff, SBE - IOW [m/s]	m/s	svSbeC-svIOW	-10.000000	10.000000	yes	yes	yes
77	-1	0	spar	SPAR/Surface Irradiance	NO_UNIT	spar	0.000000	100.000000	yes	yes	yes
78	62	0	specc	Specific Conductance [uS/cm]	uS/cm	specc	0.000000	700.000000	yes	yes	yes
78	78	0	speccumhoscm	Specific Conductance [umhos/cm]	umhos/cm	speccumhoscm	0.000000	700.000000	yes	yes	yes
78	41	0	speccmsm	Specific Conductance [mS/cm]	mS/cm	speccmsm	0.000000	700.000000	yes	yes	yes
78	77	0	speccmmhoscm	Specific Conductance [mmhos/cm]	mmhos/cm	speccmmhoscm	0.000000	700.000000	yes	yes	yes
79	0	0	sva	Specific Volume Anomaly [10^-8 * m^3/kg]	10^-8 * m^3/kg	sva	0.000000	100.000000	yes	yes	yes
80	50	0	E	Stability [rad^2/m]	rad^2/m	E	0.000000	100.000000	no	no	yes
80	1	0	E10^-8	Stability [10^-8 * rad^2/m]	10^-8 * rad^2/m	E10^-8	0.000000	100.000000	no	no	yes
81	6	0	t090C	Temperature [ITS-90, deg C]	ITS-90, deg C	t 90 C	0.000000	30.000000	yes	yes	no
81	9	0	t090F	Temperature [ITS-90, deg F]	ITS-90, deg F	t 90 F	32.000000	86.000000	yes	yes	no
81	5	0	t068C	Temperature [IPTS-68, deg C]	IPTS-68, deg C	t 68 C	0.000000	30.000000	yes	yes	no
81	8	0	t068F	Temperature [IPTS-68, deg F]	IPTS-68, deg F	t 68 F	32.000000	86.000000	yes	yes	no
81	6	1	t190C	Temperature, 2 [ITS-90, deg C]	ITS-90, deg C	t2 90 C	0.000000	30.000000	yes	yes	no
81	9	1	t190F	Temperature, 2 [ITS-90, deg F]	ITS-90, deg F	t2 90 F	32.000000	86.000000	yes	yes	no
81	5	1	t168C	Temperature, 2 [IPTS-68, deg C]	IPTS-68, deg C	t2 68 C	0.000000	30.000000	yes	yes	no
81	8	1	t168F	Temperature, 2 [IPTS-68, deg F]	IPTS-68, deg F	t2 68 F	32.000000	86.000000	yes	yes	no
116	6	0	t4990C	Temperature [ITS-90, deg C]	ITS-90, deg C	t 90 C	0.000000	30.000000	yes	yes	no
116	9	0	t4990F	Temperature [ITS-90, deg F]	ITS-90, deg F	t 90 F	32.000000	86.000000	yes	yes	no
116	5	0	t4968C	Temperature [IPTS-68, deg C]	IPTS-68, deg C	t 68 C	0.000000	30.000000	yes	yes	no
116	8	0	t4968F	Temperature [IPTS-68, deg F]	IPTS-68, deg F	t 68 F	32.000000	86.000000	yes	yes	no
115	6	0	tnc90C	Temperature [ITS-90, deg C]	ITS-90, deg C	t 90 C	0.000000	30.000000	yes	yes	yes
115	9	0	tnc90F	Temperature [ITS-90, deg F]	ITS-90, deg F	t 90 F	32.000000	86.000000	yes	yes	yes
115	5	0	tnc68C	Temperature [IPTS-68, deg C]	IPTS-68, deg C	t 68 C	0.000000	90.000000	yes	yes	yes
115	8	0	tnc68F	Temperature [IPTS-68, deg F]	IPTS-68, deg F	t 68 F	32.000000	86.000000	yes	yes	yes
115	6	1	tnc290C	Temperature, 2 [ITS-90, deg C]	ITS-90, deg C	t2 90 C	0.000000	30.000000	yes	yes	yes
115	9	1	tnc290F	Temperature, 2 [ITS-90, deg F]	ITS-90, deg F	t2 90 F	32.000000	86.000000	yes	yes	yes
115	5	1	tnc268C	Temperature, 2 [IPTS-68, deg C]	IPTS-68, deg C	t2 68 C	0.000000	90.000000	yes	yes	yes
115	8	1	tnc268F	Temperature, 2 [IPTS-68, deg F]	IPTS-68, deg F	t2 68 F	32.000000	86.000000	yes	yes	yes
97	6	0	tv290C	Temperature [ITS-90, deg C]	ITS-90, deg C	t 90 C	0.000000	30.000000	yes	yes	no
97	9	0	tv290F	Temperature [ITS-90, deg F]	ITS-90, deg F	t 90 F	32.000000	86.000000	yes	yes	no
97	5	0	tv268C	Temperature [IPTS-68, deg C]	IPTS-68, deg C	t 68 C	0.000000	30.000000	yes	yes	no
97	8	0	tv268F	Temperature [IPTS-68, deg F]	IPTS-68, deg F	t 68 F	32.000000	86.000000	yes	yes	no
82	6	0	T2-T190C	Temperature Difference, 2 - 1 [ITS-90, deg C]	ITS-90, deg C	T2-T1 90 C	-0.010000	0.010000	yes	yes	yes
82	9	0	T2-T190F	Temperature Difference, 2 - 1 [ITS-90, deg F]	ITS-90, deg F	T2-T1 90 F	-0.010000	0.010000	yes	yes	yes
82	5	0	T2-T168C	Temperature Difference, 2 - 1 [IPTS-68, deg C]	IPTS-68, deg C	T2-T1 68 C	-0.010000	0.010000	yes	yes	yes
82	8	0	T2-T168F	Temperature Difference, 2 - 1 [IPTS-68, deg F]	IPTS-68, deg F	T2-T1 68 F	-0.010000	0.010000	yes	yes	yes
96	6	0	t3890C	Temperature, SBE 38 [ITS-90, deg C]	ITS-90, deg C	t38 90 C	0.000000	30.000000	yes	yes	yes
96	9	0	t3890F	Temperature, SBE 38 [ITS-90, deg F]	ITS-90, deg F	t38 90 F	32.000000	86.000000	yes	yes	yes
96	5	0	t3868C	Temperature, SBE 38 [IPTS-68, deg C]	IPTS-68, deg C	t38 68 C	0.000000	30.000000	yes	yes	yes
96	8	0	t3868F	Temperature, SBE 38 [IPTS-68, deg F]	IPTS-68, deg F	t38 68 F	32.000000	86.000000	yes	yes	yes
96	6	1	t3890C1	Temperature, SBE 38, 2 [ITS-90, deg C]	ITS-90, deg C	t38 90 C2	0.000000	30.000000	yes	yes	yes
96	9	1	t3890F1	Temperature, SBE 38, 2 [ITS-90, deg F]	ITS-90, deg F	t38 90 F2	32.000000	86.000000	yes	yes	yes
